capacity_scenario,hour_index,region,capacity_accelerator_hours,capacity_status
central,0,east,4.0,static engineering mechanism scenario; not operator capacity
central,423,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,423,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,424,east,4.0,static engineering mechanism scenario; not operator capacity
central,424,north,2.0,static engineering mechanism scenario; not operator capacity
central,424,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,424,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,425,east,4.0,static engineering mechanism scenario; not operator capacity
central,425,north,2.0,static engineering mechanism scenario; not operator capacity
central,425,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,425,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,426,east,4.0,static engineering mechanism scenario; not operator capacity
central,426,north,2.0,static engineering mechanism scenario; not operator capacity
central,426,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,426,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,427,east,4.0,static engineering mechanism scenario; not operator capacity
central,427,north,2.0,static engineering mechanism scenario; not operator capacity
central,427,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,427,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,428,east,4.0,static engineering mechanism scenario; not operator capacity
central,428,north,2.0,static engineering mechanism scenario; not operator capacity
central,428,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,428,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,429,east,4.0,static engineering mechanism scenario; not operator capacity
central,429,north,2.0,static engineering mechanism scenario; not operator capacity
central,429,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,429,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,430,east,4.0,static engineering mechanism scenario; not operator capacity
central,430,north,2.0,static engineering mechanism scenario; not operator capacity
central,430,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,430,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,431,east,4.0,static engineering mechanism scenario; not operator capacity
central,431,north,2.0,static engineering mechanism scenario; not operator capacity
central,431,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,431,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,432,east,4.0,static engineering mechanism scenario; not operator capacity
central,432,north,2.0,static engineering mechanism scenario; not operator capacity
central,432,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,432,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,433,east,4.0,static engineering mechanism scenario; not operator capacity
central,433,north,2.0,static engineering mechanism scenario; not operator capacity
central,433,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,433,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,434,east,4.0,static engineering mechanism scenario; not operator capacity
central,434,north,2.0,static engineering mechanism scenario; not operator capacity
central,434,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,434,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,435,east,4.0,static engineering mechanism scenario; not operator capacity
central,435,north,2.0,static engineering mechanism scenario; not operator capacity
central,435,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,435,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,436,east,4.0,static engineering mechanism scenario; not operator capacity
central,436,north,2.0,static engineering mechanism scenario; not operator capacity
central,436,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,436,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,437,east,4.0,static engineering mechanism scenario; not operator capacity
central,437,north,2.0,static engineering mechanism scenario; not operator capacity
central,437,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,437,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,438,east,4.0,static engineering mechanism scenario; not operator capacity
central,438,north,2.0,static engineering mechanism scenario; not operator capacity
central,438,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,438,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,439,east,4.0,static engineering mechanism scenario; not operator capacity
central,439,north,2.0,static engineering mechanism scenario; not operator capacity
central,439,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,439,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,440,east,4.0,static engineering mechanism scenario; not operator capacity
central,440,north,2.0,static engineering mechanism scenario; not operator capacity
central,440,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,440,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,441,east,4.0,static engineering mechanism scenario; not operator capacity
central,441,north,2.0,static engineering mechanism scenario; not operator capacity
central,441,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,441,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,442,east,4.0,static engineering mechanism scenario; not operator capacity
central,442,north,2.0,static engineering mechanism scenario; not operator capacity
central,442,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,442,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,443,east,4.0,static engineering mechanism scenario; not operator capacity
central,443,north,2.0,static engineering mechanism scenario; not operator capacity
central,443,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,443,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,444,east,4.0,static engineering mechanism scenario; not operator capacity
central,444,north,2.0,static engineering mechanism scenario; not operator capacity
central,444,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,444,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,445,east,4.0,static engineering mechanism scenario; not operator capacity
central,445,north,2.0,static engineering mechanism scenario; not operator capacity
central,445,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,445,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,446,east,4.0,static engineering mechanism scenario; not operator capacity
central,446,north,2.0,static engineering mechanism scenario; not operator capacity
central,446,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,446,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,447,east,4.0,static engineering mechanism scenario; not operator capacity
central,447,north,2.0,static engineering mechanism scenario; not operator capacity
central,447,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,447,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,448,east,4.0,static engineering mechanism scenario; not operator capacity
central,448,north,2.0,static engineering mechanism scenario; not operator capacity
central,448,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,448,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,449,east,4.0,static engineering mechanism scenario; not operator capacity
central,449,north,2.0,static engineering mechanism scenario; not operator capacity
central,449,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,449,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,450,east,4.0,static engineering mechanism scenario; not operator capacity
central,450,north,2.0,static engineering mechanism scenario; not operator capacity
central,450,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,450,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,451,east,4.0,static engineering mechanism scenario; not operator capacity
central,451,north,2.0,static engineering mechanism scenario; not operator capacity
central,451,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,451,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,452,east,4.0,static engineering mechanism scenario; not operator capacity
central,452,north,2.0,static engineering mechanism scenario; not operator capacity
central,452,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,452,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,453,east,4.0,static engineering mechanism scenario; not operator capacity
central,453,north,2.0,static engineering mechanism scenario; not operator capacity
central,453,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,453,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,454,east,4.0,static engineering mechanism scenario; not operator capacity
central,454,north,2.0,static engineering mechanism scenario; not operator capacity
central,454,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,454,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,455,east,4.0,static engineering mechanism scenario; not operator capacity
central,455,north,2.0,static engineering mechanism scenario; not operator capacity
central,455,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,455,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,456,east,4.0,static engineering mechanism scenario; not operator capacity
central,456,north,2.0,static engineering mechanism scenario; not operator capacity
central,456,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,456,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,457,east,4.0,static engineering mechanism scenario; not operator capacity
central,457,north,2.0,static engineering mechanism scenario; not operator capacity
central,457,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,457,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,458,east,4.0,static engineering mechanism scenario; not operator capacity
central,458,north,2.0,static engineering mechanism scenario; not operator capacity
central,458,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,458,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,459,east,4.0,static engineering mechanism scenario; not operator capacity
central,459,north,2.0,static engineering mechanism scenario; not operator capacity
central,459,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,459,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,460,east,4.0,static engineering mechanism scenario; not operator capacity
central,460,north,2.0,static engineering mechanism scenario; not operator capacity
central,460,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,460,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,461,east,4.0,static engineering mechanism scenario; not operator capacity
central,461,north,2.0,static engineering mechanism scenario; not operator capacity
central,461,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,461,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,462,east,4.0,static engineering mechanism scenario; not operator capacity
central,462,north,2.0,static engineering mechanism scenario; not operator capacity
central,462,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,462,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,463,east,4.0,static engineering mechanism scenario; not operator capacity
central,463,north,2.0,static engineering mechanism scenario; not operator capacity
central,463,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,463,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,464,east,4.0,static engineering mechanism scenario; not operator capacity
central,464,north,2.0,static engineering mechanism scenario; not operator capacity
central,464,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,464,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,465,east,4.0,static engineering mechanism scenario; not operator capacity
central,465,north,2.0,static engineering mechanism scenario; not operator capacity
central,465,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,465,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,466,east,4.0,static engineering mechanism scenario; not operator capacity
central,466,north,2.0,static engineering mechanism scenario; not operator capacity
central,466,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,466,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,467,east,4.0,static engineering mechanism scenario; not operator capacity
central,467,north,2.0,static engineering mechanism scenario; not operator capacity
central,467,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,467,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,468,east,4.0,static engineering mechanism scenario; not operator capacity
central,468,north,2.0,static engineering mechanism scenario; not operator capacity
central,468,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,468,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,469,east,4.0,static engineering mechanism scenario; not operator capacity
central,469,north,2.0,static engineering mechanism scenario; not operator capacity
central,469,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,469,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,470,east,4.0,static engineering mechanism scenario; not operator capacity
central,470,north,2.0,static engineering mechanism scenario; not operator capacity
central,470,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,470,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,471,east,4.0,static engineering mechanism scenario; not operator capacity
central,471,north,2.0,static engineering mechanism scenario; not operator capacity
central,471,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,471,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,472,east,4.0,static engineering mechanism scenario; not operator capacity
central,472,north,2.0,static engineering mechanism scenario; not operator capacity
central,472,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,472,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,473,east,4.0,static engineering mechanism scenario; not operator capacity
central,473,north,2.0,static engineering mechanism scenario; not operator capacity
central,473,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,473,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,474,east,4.0,static engineering mechanism scenario; not operator capacity
central,474,north,2.0,static engineering mechanism scenario; not operator capacity
central,474,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,474,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,475,east,4.0,static engineering mechanism scenario; not operator capacity
central,475,north,2.0,static engineering mechanism scenario; not operator capacity
central,475,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,475,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,476,east,4.0,static engineering mechanism scenario; not operator capacity
central,476,north,2.0,static engineering mechanism scenario; not operator capacity
central,476,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,476,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,477,east,4.0,static engineering mechanism scenario; not operator capacity
central,477,north,2.0,static engineering mechanism scenario; not operator capacity
central,477,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,477,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,478,east,4.0,static engineering mechanism scenario; not operator capacity
central,478,north,2.0,static engineering mechanism scenario; not operator capacity
central,478,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,478,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,479,east,4.0,static engineering mechanism scenario; not operator capacity
central,479,north,2.0,static engineering mechanism scenario; not operator capacity
central,479,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,479,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,480,east,4.0,static engineering mechanism scenario; not operator capacity
central,480,north,2.0,static engineering mechanism scenario; not operator capacity
central,480,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,480,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,481,east,4.0,static engineering mechanism scenario; not operator capacity
central,481,north,2.0,static engineering mechanism scenario; not operator capacity
central,481,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,481,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,482,east,4.0,static engineering mechanism scenario; not operator capacity
central,482,north,2.0,static engineering mechanism scenario; not operator capacity
central,482,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,482,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,483,east,4.0,static engineering mechanism scenario; not operator capacity
central,483,north,2.0,static engineering mechanism scenario; not operator capacity
central,483,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,483,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,484,east,4.0,static engineering mechanism scenario; not operator capacity
central,484,north,2.0,static engineering mechanism scenario; not operator capacity
central,484,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,484,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,485,east,4.0,static engineering mechanism scenario; not operator capacity
central,485,north,2.0,static engineering mechanism scenario; not operator capacity
central,485,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,485,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,486,east,4.0,static engineering mechanism scenario; not operator capacity
central,486,north,2.0,static engineering mechanism scenario; not operator capacity
central,486,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,486,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,487,east,4.0,static engineering mechanism scenario; not operator capacity
central,487,north,2.0,static engineering mechanism scenario; not operator capacity
central,487,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,487,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,488,east,4.0,static engineering mechanism scenario; not operator capacity
central,488,north,2.0,static engineering mechanism scenario; not operator capacity
central,488,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,488,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,489,east,4.0,static engineering mechanism scenario; not operator capacity
central,489,north,2.0,static engineering mechanism scenario; not operator capacity
central,489,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,489,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,490,east,4.0,static engineering mechanism scenario; not operator capacity
central,490,north,2.0,static engineering mechanism scenario; not operator capacity
central,490,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,490,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,491,east,4.0,static engineering mechanism scenario; not operator capacity
central,491,north,2.0,static engineering mechanism scenario; not operator capacity
central,491,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,491,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,492,east,4.0,static engineering mechanism scenario; not operator capacity
central,492,north,2.0,static engineering mechanism scenario; not operator capacity
central,492,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,492,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,493,east,4.0,static engineering mechanism scenario; not operator capacity
central,493,north,2.0,static engineering mechanism scenario; not operator capacity
central,493,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,493,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,494,east,4.0,static engineering mechanism scenario; not operator capacity
central,494,north,2.0,static engineering mechanism scenario; not operator capacity
central,494,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,494,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,495,east,4.0,static engineering mechanism scenario; not operator capacity
central,495,north,2.0,static engineering mechanism scenario; not operator capacity
central,495,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,495,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,496,east,4.0,static engineering mechanism scenario; not operator capacity
central,496,north,2.0,static engineering mechanism scenario; not operator capacity
central,496,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,496,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,497,east,4.0,static engineering mechanism scenario; not operator capacity
central,497,north,2.0,static engineering mechanism scenario; not operator capacity
central,497,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,497,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,498,east,4.0,static engineering mechanism scenario; not operator capacity
central,498,north,2.0,static engineering mechanism scenario; not operator capacity
central,498,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,498,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,499,east,4.0,static engineering mechanism scenario; not operator capacity
central,499,north,2.0,static engineering mechanism scenario; not operator capacity
central,499,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,499,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,500,east,4.0,static engineering mechanism scenario; not operator capacity
central,500,north,2.0,static engineering mechanism scenario; not operator capacity
central,500,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,500,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,501,east,4.0,static engineering mechanism scenario; not operator capacity
central,501,north,2.0,static engineering mechanism scenario; not operator capacity
central,501,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,501,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,502,east,4.0,static engineering mechanism scenario; not operator capacity
central,502,north,2.0,static engineering mechanism scenario; not operator capacity
central,502,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,502,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,503,east,4.0,static engineering mechanism scenario; not operator capacity
central,503,north,2.0,static engineering mechanism scenario; not operator capacity
central,503,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,503,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,504,east,4.0,static engineering mechanism scenario; not operator capacity
central,504,north,2.0,static engineering mechanism scenario; not operator capacity
central,504,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,504,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,505,east,4.0,static engineering mechanism scenario; not operator capacity
central,505,north,2.0,static engineering mechanism scenario; not operator capacity
central,505,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,505,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,506,east,4.0,static engineering mechanism scenario; not operator capacity
central,506,north,2.0,static engineering mechanism scenario; not operator capacity
central,506,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,506,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,507,east,4.0,static engineering mechanism scenario; not operator capacity
central,507,north,2.0,static engineering mechanism scenario; not operator capacity
central,507,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,507,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,508,east,4.0,static engineering mechanism scenario; not operator capacity
central,508,north,2.0,static engineering mechanism scenario; not operator capacity
central,508,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,508,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,509,east,4.0,static engineering mechanism scenario; not operator capacity
central,509,north,2.0,static engineering mechanism scenario; not operator capacity
central,509,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,509,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,510,east,4.0,static engineering mechanism scenario; not operator capacity
central,510,north,2.0,static engineering mechanism scenario; not operator capacity
central,510,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,510,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,511,east,4.0,static engineering mechanism scenario; not operator capacity
central,511,north,2.0,static engineering mechanism scenario; not operator capacity
central,511,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,511,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,512,east,4.0,static engineering mechanism scenario; not operator capacity
central,512,north,2.0,static engineering mechanism scenario; not operator capacity
central,512,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,512,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,513,east,4.0,static engineering mechanism scenario; not operator capacity
central,513,north,2.0,static engineering mechanism scenario; not operator capacity
central,513,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,513,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,514,east,4.0,static engineering mechanism scenario; not operator capacity
central,514,north,2.0,static engineering mechanism scenario; not operator capacity
central,514,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,514,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,515,east,4.0,static engineering mechanism scenario; not operator capacity
central,515,north,2.0,static engineering mechanism scenario; not operator capacity
central,515,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,515,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,516,east,4.0,static engineering mechanism scenario; not operator capacity
central,516,north,2.0,static engineering mechanism scenario; not operator capacity
central,516,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,516,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,517,east,4.0,static engineering mechanism scenario; not operator capacity
central,517,north,2.0,static engineering mechanism scenario; not operator capacity
central,517,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,517,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,518,east,4.0,static engineering mechanism scenario; not operator capacity
central,518,north,2.0,static engineering mechanism scenario; not operator capacity
central,518,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,518,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,519,east,4.0,static engineering mechanism scenario; not operator capacity
central,519,north,2.0,static engineering mechanism scenario; not operator capacity
central,519,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,519,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,520,east,4.0,static engineering mechanism scenario; not operator capacity
central,520,north,2.0,static engineering mechanism scenario; not operator capacity
central,520,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,520,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,521,east,4.0,static engineering mechanism scenario; not operator capacity
central,521,north,2.0,static engineering mechanism scenario; not operator capacity
central,521,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,521,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,522,east,4.0,static engineering mechanism scenario; not operator capacity
central,522,north,2.0,static engineering mechanism scenario; not operator capacity
central,522,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,522,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,523,east,4.0,static engineering mechanism scenario; not operator capacity
central,523,north,2.0,static engineering mechanism scenario; not operator capacity
central,523,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,523,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,524,east,4.0,static engineering mechanism scenario; not operator capacity
central,524,north,2.0,static engineering mechanism scenario; not operator capacity
central,524,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,524,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,525,east,4.0,static engineering mechanism scenario; not operator capacity
central,525,north,2.0,static engineering mechanism scenario; not operator capacity
central,525,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,525,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,526,east,4.0,static engineering mechanism scenario; not operator capacity
central,526,north,2.0,static engineering mechanism scenario; not operator capacity
central,526,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,526,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,527,east,4.0,static engineering mechanism scenario; not operator capacity
central,527,north,2.0,static engineering mechanism scenario; not operator capacity
central,527,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,527,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,528,east,4.0,static engineering mechanism scenario; not operator capacity
central,528,north,2.0,static engineering mechanism scenario; not operator capacity
central,528,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,528,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,529,east,4.0,static engineering mechanism scenario; not operator capacity
central,529,north,2.0,static engineering mechanism scenario; not operator capacity
central,529,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,529,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,530,east,4.0,static engineering mechanism scenario; not operator capacity
central,530,north,2.0,static engineering mechanism scenario; not operator capacity
central,530,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,530,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,531,east,4.0,static engineering mechanism scenario; not operator capacity
central,531,north,2.0,static engineering mechanism scenario; not operator capacity
central,531,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,531,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,532,east,4.0,static engineering mechanism scenario; not operator capacity
central,532,north,2.0,static engineering mechanism scenario; not operator capacity
central,532,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,532,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,533,east,4.0,static engineering mechanism scenario; not operator capacity
central,533,north,2.0,static engineering mechanism scenario; not operator capacity
central,533,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,533,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,534,east,4.0,static engineering mechanism scenario; not operator capacity
central,534,north,2.0,static engineering mechanism scenario; not operator capacity
central,534,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,534,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,535,east,4.0,static engineering mechanism scenario; not operator capacity
central,535,north,2.0,static engineering mechanism scenario; not operator capacity
central,535,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,535,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,536,east,4.0,static engineering mechanism scenario; not operator capacity
central,536,north,2.0,static engineering mechanism scenario; not operator capacity
central,536,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,536,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,537,east,4.0,static engineering mechanism scenario; not operator capacity
central,537,north,2.0,static engineering mechanism scenario; not operator capacity
central,537,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,537,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,538,east,4.0,static engineering mechanism scenario; not operator capacity
central,538,north,2.0,static engineering mechanism scenario; not operator capacity
central,538,northwest,2.0,static engineering mechanism scenario; not operator capacity
central,538,southwest,2.0,static engineering mechanism scenario; not operator capacity
central,539,east,4.0,static engineering mechanism scenario; not operator capacity
central,539,north,2.0,static engineering mechanism scenario; not operator capacity
