hour_index,trace_timestamp_anonymized,request_count,service_accelerator_hours,total_images
463,2024-12-04 23:00:00,290.0,2.7461111111111114,851.0
464,2024-12-05 00:00:00,295.0,2.278611111111111,768.0
465,2024-12-05 01:00:00,119.0,1.1952777777777779,324.0
466,2024-12-05 02:00:00,150.0,1.9036111111111111,505.0
467,2024-12-05 03:00:00,182.0,2.103611111111111,537.0
468,2024-12-05 04:00:00,99.0,1.2905555555555555,309.0
469,2024-12-05 05:00:00,31.0,0.4575,155.0
470,2024-12-05 06:00:00,28.0,0.3547222222222222,133.0
471,2024-12-05 07:00:00,15.0,0.09833333333333333,22.0
472,2024-12-05 08:00:00,4.0,0.05638888888888889,25.0
473,2024-12-05 09:00:00,0.0,0.0,0.0
474,2024-12-05 10:00:00,0.0,0.0,0.0
475,2024-12-05 11:00:00,0.0,0.0,0.0
476,2024-12-05 12:00:00,0.0,0.0,0.0
477,2024-12-05 13:00:00,0.0,0.0,0.0
478,2024-12-05 14:00:00,0.0,0.0,0.0
479,2024-12-05 15:00:00,0.0,0.0,0.0
480,2024-12-05 16:00:00,69.0,0.5402777777777777,134.0
481,2024-12-05 17:00:00,208.0,2.203611111111111,412.0
482,2024-12-05 18:00:00,236.0,2.426111111111111,546.0
483,2024-12-05 19:00:00,28.0,0.23666666666666666,80.0
484,2024-12-05 20:00:00,60.0,0.4216666666666667,98.0
485,2024-12-05 21:00:00,326.0,2.6430555555555557,702.0
486,2024-12-05 22:00:00,285.0,2.194166666666667,757.0
487,2024-12-05 23:00:00,339.0,2.6286111111111112,828.0
488,2024-12-06 00:00:00,435.0,2.5391666666666666,777.0
489,2024-12-06 01:00:00,106.0,0.7397222222222222,190.0
490,2024-12-06 02:00:00,42.0,0.26694444444444443,78.0
491,2024-12-06 03:00:00,23.0,0.15194444444444444,45.0
492,2024-12-06 04:00:00,24.0,0.14083333333333334,67.0
493,2024-12-06 05:00:00,3.0,0.03666666666666667,13.0
494,2024-12-06 06:00:00,11.0,0.07472222222222222,20.0
495,2024-12-06 07:00:00,8.0,0.041666666666666664,8.0
496,2024-12-06 08:00:00,0.0,0.0,0.0
497,2024-12-06 09:00:00,1.0,0.005833333333333334,1.0
498,2024-12-06 10:00:00,0.0,0.0,0.0
499,2024-12-06 11:00:00,0.0,0.0,0.0
500,2024-12-06 12:00:00,0.0,0.0,0.0
501,2024-12-06 13:00:00,0.0,0.0,0.0
502,2024-12-06 14:00:00,0.0,0.0,0.0
503,2024-12-06 15:00:00,0.0,0.0,0.0
504,2024-12-06 16:00:00,1.0,0.009444444444444445,1.0
505,2024-12-06 17:00:00,8.0,0.0625,22.0
506,2024-12-06 18:00:00,38.0,0.22444444444444445,97.0
507,2024-12-06 19:00:00,37.0,0.22722222222222221,192.0
508,2024-12-06 20:00:00,46.0,0.2841666666666667,220.0
509,2024-12-06 21:00:00,31.0,0.2172222222222222,158.0
510,2024-12-06 22:00:00,43.0,0.2675,183.0
511,2024-12-06 23:00:00,35.0,0.25277777777777777,224.0
512,2024-12-07 00:00:00,67.0,0.415,408.0
513,2024-12-07 01:00:00,61.0,0.7002777777777778,384.0
514,2024-12-07 02:00:00,46.0,0.5675,173.0
515,2024-12-07 03:00:00,54.0,0.5197222222222222,316.0
516,2024-12-07 04:00:00,10.0,0.06638888888888889,17.0
517,2024-12-07 05:00:00,26.0,0.15805555555555556,33.0
518,2024-12-07 06:00:00,13.0,0.08972222222222223,20.0
519,2024-12-07 07:00:00,17.0,0.14277777777777778,115.0
520,2024-12-07 08:00:00,9.0,0.041944444444444444,9.0
521,2024-12-07 09:00:00,4.0,0.019166666666666665,4.0
522,2024-12-07 10:00:00,3.0,0.014166666666666668,3.0
523,2024-12-07 11:00:00,0.0,0.0,0.0
524,2024-12-07 12:00:00,0.0,0.0,0.0
525,2024-12-07 13:00:00,0.0,0.0,0.0
526,2024-12-07 14:00:00,0.0,0.0,0.0
527,2024-12-07 15:00:00,0.0,0.0,0.0
528,2024-12-07 16:00:00,6.0,0.0675,18.0
529,2024-12-07 17:00:00,3.0,0.042777777777777776,3.0
530,2024-12-07 18:00:00,5.0,0.06194444444444444,17.0
531,2024-12-07 19:00:00,5.0,0.04638888888888889,8.0
532,2024-12-07 20:00:00,13.0,0.10500000000000001,13.0
533,2024-12-07 21:00:00,36.0,0.2261111111111111,53.0
534,2024-12-07 22:00:00,17.0,0.10916666666666668,25.0
535,2024-12-07 23:00:00,2.0,0.026388888888888892,16.0
536,2024-12-08 00:00:00,8.0,0.04638888888888889,18.0
537,2024-12-08 01:00:00,1.0,0.004166666666666667,1.0
538,2024-12-08 02:00:00,28.0,0.19805555555555557,68.0
539,2024-12-08 03:00:00,15.0,0.1,22.0
540,2024-12-08 04:00:00,40.0,0.25194444444444447,93.0
541,2024-12-08 05:00:00,28.0,0.2175,59.0
542,2024-12-08 06:00:00,14.0,0.12194444444444444,24.0
543,2024-12-08 07:00:00,3.0,0.009722222222222222,3.0
544,2024-12-08 08:00:00,3.0,0.013055555555555556,3.0
545,2024-12-08 09:00:00,0.0,0.0,0.0
546,2024-12-08 10:00:00,8.0,0.03777777777777778,8.0
547,2024-12-08 11:00:00,0.0,0.0,0.0
548,2024-12-08 12:00:00,0.0,0.0,0.0
549,2024-12-08 13:00:00,1.0,0.0077777777777777776,1.0
550,2024-12-08 14:00:00,0.0,0.0,0.0
551,2024-12-08 15:00:00,0.0,0.0,0.0
552,2024-12-08 16:00:00,37.0,0.3730555555555556,73.0
553,2024-12-08 17:00:00,70.0,0.6308333333333334,136.0
