carbon_mapping_scenario,year,source_time_index,timestamp_synthetic,region,carbon_intensity_kgco2e_per_kwh,selected_province,candidate_provinces,aggregation_rule,source_status,hour_index,trace_timestamp_anonymized,alignment_status,trace_timestamp_utc,external_alignment_source_hour_index
equal_site_portfolio,2025,1,2025-01-01 00:00:00,east,0.5379375,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,0,2024-11-15 16:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-10 00:00:00+00:00,0
equal_site_portfolio,2025,37,2025-01-02 12:00:00,east,0.4126249999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,36,2024-11-17 04:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 12:00:00+00:00,36
equal_site_portfolio,2025,37,2025-01-02 12:00:00,north,0.5431,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,36,2024-11-17 04:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 12:00:00+00:00,36
equal_site_portfolio,2025,37,2025-01-02 12:00:00,northwest,0.448,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,36,2024-11-17 04:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 12:00:00+00:00,36
equal_site_portfolio,2025,37,2025-01-02 12:00:00,southwest,0.2485333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,36,2024-11-17 04:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 12:00:00+00:00,36
equal_site_portfolio,2025,38,2025-01-02 13:00:00,east,0.4078,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,37,2024-11-17 05:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 13:00:00+00:00,37
equal_site_portfolio,2025,38,2025-01-02 13:00:00,north,0.5078,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,37,2024-11-17 05:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 13:00:00+00:00,37
equal_site_portfolio,2025,38,2025-01-02 13:00:00,northwest,0.47045,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,37,2024-11-17 05:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 13:00:00+00:00,37
equal_site_portfolio,2025,38,2025-01-02 13:00:00,southwest,0.2507666666666666,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,37,2024-11-17 05:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 13:00:00+00:00,37
equal_site_portfolio,2025,39,2025-01-02 14:00:00,east,0.419925,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,38,2024-11-17 06:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 14:00:00+00:00,38
equal_site_portfolio,2025,39,2025-01-02 14:00:00,north,0.4963,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,38,2024-11-17 06:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 14:00:00+00:00,38
equal_site_portfolio,2025,39,2025-01-02 14:00:00,northwest,0.47185,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,38,2024-11-17 06:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 14:00:00+00:00,38
equal_site_portfolio,2025,39,2025-01-02 14:00:00,southwest,0.2462333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,38,2024-11-17 06:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 14:00:00+00:00,38
equal_site_portfolio,2025,40,2025-01-02 15:00:00,east,0.453375,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,39,2024-11-17 07:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 15:00:00+00:00,39
equal_site_portfolio,2025,40,2025-01-02 15:00:00,north,0.5231,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,39,2024-11-17 07:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 15:00:00+00:00,39
equal_site_portfolio,2025,40,2025-01-02 15:00:00,northwest,0.52455,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,39,2024-11-17 07:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 15:00:00+00:00,39
equal_site_portfolio,2025,40,2025-01-02 15:00:00,southwest,0.244,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,39,2024-11-17 07:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 15:00:00+00:00,39
equal_site_portfolio,2025,41,2025-01-02 16:00:00,east,0.4980624999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,40,2024-11-17 08:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 16:00:00+00:00,40
equal_site_portfolio,2025,41,2025-01-02 16:00:00,north,0.6071,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,40,2024-11-17 08:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 16:00:00+00:00,40
equal_site_portfolio,2025,41,2025-01-02 16:00:00,northwest,0.5085,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,40,2024-11-17 08:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 16:00:00+00:00,40
equal_site_portfolio,2025,41,2025-01-02 16:00:00,southwest,0.2243999999999999,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,40,2024-11-17 08:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 16:00:00+00:00,40
equal_site_portfolio,2025,42,2025-01-02 17:00:00,east,0.5212625,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,41,2024-11-17 09:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 17:00:00+00:00,41
equal_site_portfolio,2025,42,2025-01-02 17:00:00,north,0.6614,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,41,2024-11-17 09:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 17:00:00+00:00,41
equal_site_portfolio,2025,42,2025-01-02 17:00:00,northwest,0.5084,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,41,2024-11-17 09:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 17:00:00+00:00,41
equal_site_portfolio,2025,42,2025-01-02 17:00:00,southwest,0.1478666666666666,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,41,2024-11-17 09:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 17:00:00+00:00,41
equal_site_portfolio,2025,43,2025-01-02 18:00:00,east,0.5235624999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,42,2024-11-17 10:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 18:00:00+00:00,42
equal_site_portfolio,2025,43,2025-01-02 18:00:00,north,0.658,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,42,2024-11-17 10:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 18:00:00+00:00,42
equal_site_portfolio,2025,43,2025-01-02 18:00:00,northwest,0.5152,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,42,2024-11-17 10:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 18:00:00+00:00,42
equal_site_portfolio,2025,43,2025-01-02 18:00:00,southwest,0.1742333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,42,2024-11-17 10:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 18:00:00+00:00,42
equal_site_portfolio,2025,44,2025-01-02 19:00:00,east,0.5248999999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,43,2024-11-17 11:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 19:00:00+00:00,43
equal_site_portfolio,2025,44,2025-01-02 19:00:00,north,0.6444,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,43,2024-11-17 11:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 19:00:00+00:00,43
equal_site_portfolio,2025,44,2025-01-02 19:00:00,northwest,0.51035,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,43,2024-11-17 11:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 19:00:00+00:00,43
equal_site_portfolio,2025,44,2025-01-02 19:00:00,southwest,0.1735666666666666,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,43,2024-11-17 11:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 19:00:00+00:00,43
equal_site_portfolio,2025,45,2025-01-02 20:00:00,east,0.5215875000000001,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,44,2024-11-17 12:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 20:00:00+00:00,44
equal_site_portfolio,2025,45,2025-01-02 20:00:00,north,0.6316,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,44,2024-11-17 12:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 20:00:00+00:00,44
equal_site_portfolio,2025,45,2025-01-02 20:00:00,northwest,0.51075,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,44,2024-11-17 12:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 20:00:00+00:00,44
equal_site_portfolio,2025,45,2025-01-02 20:00:00,southwest,0.1654333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,44,2024-11-17 12:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 20:00:00+00:00,44
equal_site_portfolio,2025,46,2025-01-02 21:00:00,east,0.524075,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,45,2024-11-17 13:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 21:00:00+00:00,45
equal_site_portfolio,2025,46,2025-01-02 21:00:00,north,0.6122,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,45,2024-11-17 13:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 21:00:00+00:00,45
equal_site_portfolio,2025,46,2025-01-02 21:00:00,northwest,0.51835,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,45,2024-11-17 13:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 21:00:00+00:00,45
equal_site_portfolio,2025,46,2025-01-02 21:00:00,southwest,0.1754,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,45,2024-11-17 13:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 21:00:00+00:00,45
equal_site_portfolio,2025,47,2025-01-02 22:00:00,east,0.5408499999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,46,2024-11-17 14:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 22:00:00+00:00,46
equal_site_portfolio,2025,47,2025-01-02 22:00:00,north,0.6035,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,46,2024-11-17 14:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 22:00:00+00:00,46
equal_site_portfolio,2025,47,2025-01-02 22:00:00,northwest,0.51195,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,46,2024-11-17 14:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 22:00:00+00:00,46
equal_site_portfolio,2025,47,2025-01-02 22:00:00,southwest,0.2057666666666666,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,46,2024-11-17 14:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 22:00:00+00:00,46
equal_site_portfolio,2025,48,2025-01-02 23:00:00,east,0.560525,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,47,2024-11-17 15:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 23:00:00+00:00,47
equal_site_portfolio,2025,48,2025-01-02 23:00:00,north,0.6092,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,47,2024-11-17 15:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 23:00:00+00:00,47
equal_site_portfolio,2025,48,2025-01-02 23:00:00,northwest,0.4996,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,47,2024-11-17 15:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 23:00:00+00:00,47
equal_site_portfolio,2025,48,2025-01-02 23:00:00,southwest,0.2373333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,47,2024-11-17 15:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-11 23:00:00+00:00,47
equal_site_portfolio,2025,49,2025-01-03 00:00:00,east,0.5979250000000002,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,48,2024-11-17 16:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 00:00:00+00:00,48
equal_site_portfolio,2025,49,2025-01-03 00:00:00,north,0.6158,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,48,2024-11-17 16:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 00:00:00+00:00,48
equal_site_portfolio,2025,49,2025-01-03 00:00:00,northwest,0.5155000000000001,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,48,2024-11-17 16:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 00:00:00+00:00,48
equal_site_portfolio,2025,49,2025-01-03 00:00:00,southwest,0.3344,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,48,2024-11-17 16:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 00:00:00+00:00,48
equal_site_portfolio,2025,50,2025-01-03 01:00:00,east,0.600175,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,49,2024-11-17 17:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 01:00:00+00:00,49
equal_site_portfolio,2025,50,2025-01-03 01:00:00,north,0.6185,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,49,2024-11-17 17:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 01:00:00+00:00,49
equal_site_portfolio,2025,50,2025-01-03 01:00:00,northwest,0.5251,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,49,2024-11-17 17:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 01:00:00+00:00,49
equal_site_portfolio,2025,50,2025-01-03 01:00:00,southwest,0.3399666666666667,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,49,2024-11-17 17:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 01:00:00+00:00,49
equal_site_portfolio,2025,51,2025-01-03 02:00:00,east,0.6076125,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,50,2024-11-17 18:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 02:00:00+00:00,50
equal_site_portfolio,2025,51,2025-01-03 02:00:00,north,0.6204,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,50,2024-11-17 18:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 02:00:00+00:00,50
equal_site_portfolio,2025,51,2025-01-03 02:00:00,northwest,0.5288999999999999,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,50,2024-11-17 18:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 02:00:00+00:00,50
equal_site_portfolio,2025,51,2025-01-03 02:00:00,southwest,0.3441,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,50,2024-11-17 18:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 02:00:00+00:00,50
equal_site_portfolio,2025,52,2025-01-03 03:00:00,east,0.6112625,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,51,2024-11-17 19:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 03:00:00+00:00,51
equal_site_portfolio,2025,52,2025-01-03 03:00:00,north,0.6229,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,51,2024-11-17 19:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 03:00:00+00:00,51
equal_site_portfolio,2025,52,2025-01-03 03:00:00,northwest,0.5303,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,51,2024-11-17 19:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 03:00:00+00:00,51
equal_site_portfolio,2025,52,2025-01-03 03:00:00,southwest,0.3507333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,51,2024-11-17 19:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 03:00:00+00:00,51
equal_site_portfolio,2025,53,2025-01-03 04:00:00,east,0.6072,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,52,2024-11-17 20:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 04:00:00+00:00,52
equal_site_portfolio,2025,53,2025-01-03 04:00:00,north,0.6199,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,52,2024-11-17 20:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 04:00:00+00:00,52
equal_site_portfolio,2025,53,2025-01-03 04:00:00,northwest,0.54245,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,52,2024-11-17 20:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 04:00:00+00:00,52
equal_site_portfolio,2025,53,2025-01-03 04:00:00,southwest,0.3507,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,52,2024-11-17 20:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 04:00:00+00:00,52
equal_site_portfolio,2025,54,2025-01-03 05:00:00,east,0.6006374999999999,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,53,2024-11-17 21:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 05:00:00+00:00,53
equal_site_portfolio,2025,54,2025-01-03 05:00:00,north,0.6164,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,53,2024-11-17 21:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 05:00:00+00:00,53
equal_site_portfolio,2025,54,2025-01-03 05:00:00,northwest,0.5542,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,53,2024-11-17 21:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 05:00:00+00:00,53
equal_site_portfolio,2025,54,2025-01-03 05:00:00,southwest,0.3408333333333333,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,53,2024-11-17 21:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 05:00:00+00:00,53
equal_site_portfolio,2025,55,2025-01-03 06:00:00,east,0.5885125,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,54,2024-11-17 22:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 06:00:00+00:00,54
equal_site_portfolio,2025,55,2025-01-03 06:00:00,north,0.6019,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,54,2024-11-17 22:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 06:00:00+00:00,54
equal_site_portfolio,2025,55,2025-01-03 06:00:00,northwest,0.5318,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,54,2024-11-17 22:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 06:00:00+00:00,54
equal_site_portfolio,2025,55,2025-01-03 06:00:00,southwest,0.312,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,54,2024-11-17 22:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 06:00:00+00:00,54
equal_site_portfolio,2025,56,2025-01-03 07:00:00,east,0.5756125,,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,55,2024-11-17 23:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 07:00:00+00:00,55
equal_site_portfolio,2025,56,2025-01-03 07:00:00,north,0.6145,,Inner Mongolia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,55,2024-11-17 23:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 07:00:00+00:00,55
equal_site_portfolio,2025,56,2025-01-03 07:00:00,northwest,0.52025,,Gansu|Ningxia,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,55,2024-11-17 23:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 07:00:00+00:00,55
equal_site_portfolio,2025,56,2025-01-03 07:00:00,southwest,0.2963,,Chongqing|Sichuan|Guizhou,arithmetic mean across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,55,2024-11-17 23:00:00,cyclic ordinal alignment to projected 2025 S1 CEF; not contemporaneous Azure carbon,2024-05-12 07:00:00+00:00,55
