carbon_mapping_scenario,year,source_time_index,timestamp_synthetic,region,carbon_intensity_kgco2e_per_kwh,selected_province,candidate_provinces,aggregation_rule,source_status,hour_index,trace_timestamp_anonymized,alignment_status
conservative_site_selection,2025,1,2025-01-01 00:00:00,east,0.7448,Anhui,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,0,2024-11-15 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,96,2025-01-04 23:00:00,northwest,0.5642,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,95,2024-11-19 15:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,96,2025-01-04 23:00:00,southwest,0.5768,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,95,2024-11-19 15:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,97,2025-01-05 00:00:00,east,0.7527,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,96,2024-11-19 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,97,2025-01-05 00:00:00,north,0.4122,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,96,2024-11-19 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,97,2025-01-05 00:00:00,northwest,0.6077,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,96,2024-11-19 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,97,2025-01-05 00:00:00,southwest,0.7122,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,96,2024-11-19 16:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,98,2025-01-05 01:00:00,east,0.7627,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,97,2024-11-19 17:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,98,2025-01-05 01:00:00,north,0.4152,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,97,2024-11-19 17:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,98,2025-01-05 01:00:00,northwest,0.6064,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,97,2024-11-19 17:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,98,2025-01-05 01:00:00,southwest,0.7392,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,97,2024-11-19 17:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,99,2025-01-05 02:00:00,east,0.7704,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,98,2024-11-19 18:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,99,2025-01-05 02:00:00,north,0.4117,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,98,2024-11-19 18:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,99,2025-01-05 02:00:00,northwest,0.6212,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,98,2024-11-19 18:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,99,2025-01-05 02:00:00,southwest,0.7463,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,98,2024-11-19 18:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,100,2025-01-05 03:00:00,east,0.77,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,99,2024-11-19 19:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,100,2025-01-05 03:00:00,north,0.4126,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,99,2024-11-19 19:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,100,2025-01-05 03:00:00,northwest,0.6302,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,99,2024-11-19 19:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,100,2025-01-05 03:00:00,southwest,0.7618,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,99,2024-11-19 19:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,101,2025-01-05 04:00:00,east,0.7686,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,100,2024-11-19 20:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,101,2025-01-05 04:00:00,north,0.4256,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,100,2024-11-19 20:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,101,2025-01-05 04:00:00,northwest,0.6324,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,100,2024-11-19 20:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,101,2025-01-05 04:00:00,southwest,0.7532,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,100,2024-11-19 20:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,102,2025-01-05 05:00:00,east,0.7687,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,101,2024-11-19 21:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,102,2025-01-05 05:00:00,north,0.4333,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,101,2024-11-19 21:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,102,2025-01-05 05:00:00,northwest,0.6275,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,101,2024-11-19 21:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,102,2025-01-05 05:00:00,southwest,0.7169,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,101,2024-11-19 21:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,103,2025-01-05 06:00:00,east,0.7657,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,102,2024-11-19 22:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,103,2025-01-05 06:00:00,north,0.4424,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,102,2024-11-19 22:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,103,2025-01-05 06:00:00,northwest,0.631,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,102,2024-11-19 22:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,103,2025-01-05 06:00:00,southwest,0.6302,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,102,2024-11-19 22:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,104,2025-01-05 07:00:00,east,0.7555,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,103,2024-11-19 23:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,104,2025-01-05 07:00:00,north,0.4415,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,103,2024-11-19 23:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,104,2025-01-05 07:00:00,northwest,0.6317,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,103,2024-11-19 23:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,104,2025-01-05 07:00:00,southwest,0.5834,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,103,2024-11-19 23:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,105,2025-01-05 08:00:00,east,0.7468,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,104,2024-11-20 00:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,105,2025-01-05 08:00:00,north,0.4452,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,104,2024-11-20 00:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,105,2025-01-05 08:00:00,northwest,0.627,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,104,2024-11-20 00:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,105,2025-01-05 08:00:00,southwest,0.5386,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,104,2024-11-20 00:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,106,2025-01-05 09:00:00,east,0.719,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,105,2024-11-20 01:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,106,2025-01-05 09:00:00,north,0.4351,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,105,2024-11-20 01:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,106,2025-01-05 09:00:00,northwest,0.6446,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,105,2024-11-20 01:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,106,2025-01-05 09:00:00,southwest,0.5218,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,105,2024-11-20 01:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,107,2025-01-05 10:00:00,east,0.6833,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,106,2024-11-20 02:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,107,2025-01-05 10:00:00,north,0.386,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,106,2024-11-20 02:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,107,2025-01-05 10:00:00,northwest,0.6347,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,106,2024-11-20 02:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,107,2025-01-05 10:00:00,southwest,0.511,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,106,2024-11-20 02:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,108,2025-01-05 11:00:00,east,0.6679,Anhui,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,107,2024-11-20 03:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,108,2025-01-05 11:00:00,north,0.3334,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,107,2024-11-20 03:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,108,2025-01-05 11:00:00,northwest,0.6207,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,107,2024-11-20 03:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,108,2025-01-05 11:00:00,southwest,0.5234,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,107,2024-11-20 03:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,109,2025-01-05 12:00:00,east,0.6473,Anhui,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,108,2024-11-20 04:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,109,2025-01-05 12:00:00,north,0.3142,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,108,2024-11-20 04:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,109,2025-01-05 12:00:00,northwest,0.5302,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,108,2024-11-20 04:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,109,2025-01-05 12:00:00,southwest,0.539,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,108,2024-11-20 04:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,110,2025-01-05 13:00:00,east,0.6374,Anhui,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,109,2024-11-20 05:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,110,2025-01-05 13:00:00,north,0.2959,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,109,2024-11-20 05:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,110,2025-01-05 13:00:00,northwest,0.4704,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,109,2024-11-20 05:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,110,2025-01-05 13:00:00,southwest,0.5242,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,109,2024-11-20 05:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,111,2025-01-05 14:00:00,east,0.6385,Anhui,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,110,2024-11-20 06:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,111,2025-01-05 14:00:00,north,0.3104,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,110,2024-11-20 06:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,111,2025-01-05 14:00:00,northwest,0.49,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,110,2024-11-20 06:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,111,2025-01-05 14:00:00,southwest,0.5194,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,110,2024-11-20 06:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,112,2025-01-05 15:00:00,east,0.6714,Anhui,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,111,2024-11-20 07:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,112,2025-01-05 15:00:00,north,0.3304,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,111,2024-11-20 07:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,112,2025-01-05 15:00:00,northwest,0.5604,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,111,2024-11-20 07:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,112,2025-01-05 15:00:00,southwest,0.5099,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,111,2024-11-20 07:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,113,2025-01-05 16:00:00,east,0.7078,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,112,2024-11-20 08:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,113,2025-01-05 16:00:00,north,0.4202,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,112,2024-11-20 08:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,113,2025-01-05 16:00:00,northwest,0.6108,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,112,2024-11-20 08:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,113,2025-01-05 16:00:00,southwest,0.4868,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,112,2024-11-20 08:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,114,2025-01-05 17:00:00,east,0.7143,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,113,2024-11-20 09:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,114,2025-01-05 17:00:00,north,0.4365,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,113,2024-11-20 09:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,114,2025-01-05 17:00:00,northwest,0.6046,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,113,2024-11-20 09:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,114,2025-01-05 17:00:00,southwest,0.4714,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,113,2024-11-20 09:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,115,2025-01-05 18:00:00,east,0.7142,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,114,2024-11-20 10:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,115,2025-01-05 18:00:00,north,0.4145,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,114,2024-11-20 10:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,115,2025-01-05 18:00:00,northwest,0.6169,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,114,2024-11-20 10:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,115,2025-01-05 18:00:00,southwest,0.4417,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,114,2024-11-20 10:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,116,2025-01-05 19:00:00,east,0.7115,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,115,2024-11-20 11:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,116,2025-01-05 19:00:00,north,0.3683,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,115,2024-11-20 11:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,116,2025-01-05 19:00:00,northwest,0.6244,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,115,2024-11-20 11:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,116,2025-01-05 19:00:00,southwest,0.4304,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,115,2024-11-20 11:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,117,2025-01-05 20:00:00,east,0.7129,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,116,2024-11-20 12:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,117,2025-01-05 20:00:00,north,0.3815,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,116,2024-11-20 12:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,117,2025-01-05 20:00:00,northwest,0.6151,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,116,2024-11-20 12:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,117,2025-01-05 20:00:00,southwest,0.4444,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,116,2024-11-20 12:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,118,2025-01-05 21:00:00,east,0.7138,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,117,2024-11-20 13:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,118,2025-01-05 21:00:00,north,0.3906,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,117,2024-11-20 13:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,118,2025-01-05 21:00:00,northwest,0.6206,Ningxia,Gansu|Ningxia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,117,2024-11-20 13:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,118,2025-01-05 21:00:00,southwest,0.4415,Guizhou,Chongqing|Sichuan|Guizhou,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,117,2024-11-20 13:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,119,2025-01-05 22:00:00,east,0.719,Tianjin,Beijing|Tianjin|Hebei|Shanghai|Jiangsu|Zhejiang|Anhui|Guangdong,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,118,2024-11-20 14:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
conservative_site_selection,2025,119,2025-01-05 22:00:00,north,0.4068,Inner Mongolia,Inner Mongolia,hourly maximum across candidate hub provinces,projected provincial S1 CEF; not observed historical CEF,118,2024-11-20 14:00:00,ordinal hour alignment to projected 2025 S1 CEF; dates are not contemporaneous
